类目id:11  类目名称:电脑硬件/显示器/电脑周边 
类目id:50026549  类目名称:餐饮具>一次性餐桌用品>一次性餐桌用品套装 
类目id:50026550  类目名称:厨房/烹饪用具>厨用小工具/厨房储物>厨房小工具套装 
类目id:50026551  类目名称:厨房/烹饪用具>烹饪用具>烹饪工具套装 
类目id:50026554  类目名称:餐饮美食>火锅/干锅/豆捞 
类目id:50026555  类目名称:购物提货券 
类目id:50026557  类目名称:餐饮美食>日韩料理/亚洲美食>其他亚洲美食 
类目id:50026558  类目名称:餐饮美食>甜品/冰淇淋/咖啡/冷饮>奶茶/冷饮店 
类目id:50026568  类目名称:休闲娱乐>其他休闲娱乐 
类目id:50026617  类目名称:箱包皮具/热销女包/男包>箱包相关配件 
类目id:50026625  类目名称:教育培训>线下面授课程（已废弃，勿发） 
类目id:50026627  类目名称:教育培训>教学服务 
类目id:50026651  类目名称:女装/女士精品>裤子>棉裤/羽绒裤 
类目id:50026659  类目名称:网络游戏点卡>J-九阴真经点卡 
类目id:50026666  类目名称:婚庆/摄影/摄像服务>婚礼表演 
类目id:50026667  类目名称:婚庆/摄影/摄像服务>其它婚庆>婚庆视频/素材/资料 
类目id:50026700  类目名称:本地化生活服务>在线清洗/洗衣券>皮革清洗养护 
类目id:50026800  类目名称:保健食品/膳食营养补充食品 
类目id:50026802  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质 
类目id:50026803  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类 
类目id:50026804  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵 
类目id:50026805  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白 
类目id:50026806  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物 
类目id:50026807  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物 
类目id:50026808  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物 
类目id:50026809  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品>膳食补充剂型饮料 
类目id:50026821  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>氨基酸 
类目id:50026822  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>骨胶原蛋白 
类目id:50026823  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>乳清蛋白 
类目id:50026824  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>大豆分离蛋白 
类目id:50026825  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>精氨酸 
类目id:50026826  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>胶原蛋白 
类目id:50026827  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>其它蛋白 
类目id:50026828  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>鱼蛋白 
类目id:50026829  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>混合蛋白 
类目id:50026830  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>支链氨基酸 
类目id:50026831  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>肽类 
类目id:50026844  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>牛初乳 
类目id:50026845  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>羊胎盘提取物 
类目id:50026846  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>其它动物提取物 
类目id:50026847  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>袋鼠精 
类目id:50026848  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>鹿产品提取物 
类目id:50026857  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品>褪黑素/松果体素 
类目id:50026859  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品>谷氨酰胺 
类目id:50026863  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>珍珠粉 
类目id:50026864  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>虾青素 
类目id:50026865  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>牡蛎/贝类提取物 
类目id:50026866  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>海狗/海豹油 
类目id:50026867  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>沙丁鱼提取物 
类目id:50026868  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>螺旋藻/藻类提取物 
类目id:50026869  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>鲨鱼软骨素 
类目id:50026870  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>其它海洋提取物 
类目id:50026871  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>角鲨烯 
类目id:50026872  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>鱼油/深海鱼油 
类目id:50026873  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>氨基葡萄糖 
类目id:50026874  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>甲壳素 
类目id:50026887  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>辅酶Q10 
类目id:50026890  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>其它菌/菇/微生物发酵 
类目id:50026891  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>红曲 
类目id:50026892  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>益生菌 
类目id:50026893  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>酵素 
类目id:50026904  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>膳食纤维/果蔬纤维 
类目id:50026905  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>生物多糖 
类目id:50026906  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>低聚糖/寡糖 
类目id:50026907  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>其它碳水化合物 
类目id:50026912  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>硒 
类目id:50026913  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素K 
类目id:50026914  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素AD 
类目id:50026915  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>钙镁 
类目id:50026916  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>铁 
类目id:50026917  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>B族维生素 
类目id:50026918  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>钙 
类目id:50026921  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>左旋肉碱 
类目id:50026922  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>钙铁锌 
类目id:50026923  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素D 
类目id:50026924  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素C 
类目id:50026926  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>复合维生素/矿物质 
类目id:50026927  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>叶酸 
类目id:50026928  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>锌 
类目id:50026946  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>其它植物提取物 
类目id:50026947  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>大豆异黄酮 
类目id:50026948  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>紫锥菊提取物 
类目id:50026949  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>锯棕榈 
类目id:50026950  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>葛根 
类目id:50026951  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>南瓜/南瓜籽 
类目id:50026952  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>pycnogenol.碧萝芷 
类目id:50026953  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>番茄红素 
类目id:50026954  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>叶黄素 
类目id:50026955  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>木瓜提取物 
类目id:50026956  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>纳豆提取物 
类目id:50026957  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>芦荟 
类目id:50026958  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>紫花苜蓿 
类目id:50026959  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蛇麻草 
类目id:50026960  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>参类提取物 
类目id:50026961  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>茶多酚/茶族 
类目id:50026962  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>沙棘 
类目id:50026963  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蒲公英 
类目id:50026964  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>银杏/人参银杏 
类目id:50026965  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>卵磷脂 
类目id:50026966  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>葡萄籽提取物 
类目id:50026967  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>越橘/蓝莓提取物 
类目id:50026968  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>月见草油 
类目id:50026969  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>玫瑰精油 
类目id:50026970  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>苹果酸 
类目id:50026971  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>大蒜提取物 
类目id:50026972  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>苦瓜提取物 
类目id:50026974  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蔓越莓 
类目id:50026975  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蓟类 
类目id:50026976  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>圣约翰草提取物 
类目id:50050143  类目名称:传统滋补营养品>新食品原料 
类目id:50050145  类目名称:传统滋补营养品>药食同源食品>芦荟 
类目id:50050146  类目名称:传统滋补营养品>药食同源食品>蚂蚁 
类目id:50050147  类目名称:传统滋补营养品>新食品原料>松花粉 
类目id:50050149  类目名称:传统滋补营养品>新食品原料>其它新食品原料类 
类目id:50050150  类目名称:传统滋补营养品>新食品原料>蛹虫草 
类目id:50050151  类目名称:传统滋补营养品>药食同源食品>银杏 
类目id:50050199  类目名称:箱包皮具/热销女包/男包>旅行袋 
类目id:50050224  类目名称:网络游戏点卡>S-世纪佳缘点卡 
类目id:50050227  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>脂肪酸/脂类 
类目id:50050229  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>脂肪酸/脂类>亚麻酸 
类目id:50050230  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>脂肪酸/脂类>其他脂类 
类目id:50050237  类目名称:保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品>其他膳食营养补充剂 
